"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source"
"12/27/2006","60","PM2.5","United Avenue","13-121-0055","AQS"
"12/28/2006","70","PM2.5","South DeKalb","13-089-0002","AQS"
"12/29/2006","60","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/30/2006","59","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/31/2006","51","PM2.5","South DeKalb","13-089-0002","AQS"
"01/01/2007","47","PM2.5","United Avenue","13-121-0055","AQS"
"01/02/2007","52","PM2.5","United Avenue","13-121-0055","AQS"
"01/03/2007","57","PM2.5","South DeKalb","13-089-0002","AQS"
"01/04/2007","60","PM2.5","United Avenue","13-121-0055","AQS"
"01/05/2007","44","PM2.5","United Avenue","13-121-0055","AQS"
"01/06/2007","58","PM2.5","United Avenue","13-121-0055","AQS"
"01/07/2007","62","PM2.5","United Avenue","13-121-0055","AQS"
"01/08/2007","36","PM2.5","United Avenue","13-121-0055","AQS"
"01/09/2007","41","PM2.5","United Avenue","13-121-0055","AQS"
"01/10/2007","48","PM2.5","United Avenue","13-121-0055","AQS"
"01/11/2007","56","PM2.5","South DeKalb","13-089-0002","AQS"
"01/12/2007","63","PM2.5","Doraville","13-089-2001","AQS"
"01/13/2007","68","PM2.5","United Avenue","13-121-0055","AQS"
"01/14/2007","64","PM2.5","United Avenue","13-121-0055","AQS"
"01/15/2007","51","PM2.5","United Avenue","13-121-0055","AQS"
"01/16/2007","48","PM2.5","United Avenue","13-121-0055","AQS"
"01/17/2007","51","PM2.5","United Avenue","13-121-0055","AQS"
"01/18/2007","59","PM2.5","Kennesaw","13-067-0003","AQS"
"01/19/2007","54","PM2.5","United Avenue","13-121-0055","AQS"
"01/20/2007","45","PM2.5","United Avenue","13-121-0055","AQS"
"01/21/2007","53","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/22/2007","52","PM2.5","United Avenue","13-121-0055","AQS"
"01/23/2007","56","PM2.5","United Avenue","13-121-0055","AQS"
"01/24/2007","62","PM2.5","Forest Park","13-063-0091","AQS"
"01/25/2007","54","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/26/2007","60","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/27/2007","64","PM2.5","United Avenue","13-121-0055","AQS"
"01/28/2007","49","PM2.5","United Avenue","13-121-0055","AQS"
"01/29/2007","53","PM2.5","United Avenue","13-121-0055","AQS"
"01/30/2007","57","PM2.5","South DeKalb","13-089-0002","AQS"
"01/31/2007","58","PM2.5","South DeKalb","13-089-0002","AQS"
"02/01/2007","67","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/02/2007","66","PM2.5","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"02/03/2007","57","PM2.5","South DeKalb","13-089-0002","AQS"
"02/04/2007","57","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/05/2007","46","PM2.5","Forest Park","13-063-0091","AQS"
"02/06/2007","54","PM2.5","United Avenue","13-121-0055","AQS"
"02/07/2007","70","PM2.5","United Avenue","13-121-0055","AQS"
"02/08/2007","59","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"02/09/2007","53","PM2.5","South DeKalb","13-089-0002","AQS"
"02/10/2007","53","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/11/2007","59","PM2.5","Doraville","13-089-2001","AQS"
"02/12/2007","64","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/13/2007","76","PM2.5","United Avenue","13-121-0055","AQS"
"02/14/2007","57","PM2.5","Doraville","13-089-2001","AQS"
"02/15/2007","53","PM2.5","United Avenue","13-121-0055","AQS"
"02/16/2007","59","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/17/2007","66","PM2.5","E. Rivers School","13-121-0032","AQS"
"02/18/2007","52","PM2.5","United Avenue","13-121-0055","AQS"
"02/19/2007","58","PM2.5","South DeKalb","13-089-0002","AQS"
"02/20/2007","58","PM2.5","United Avenue","13-121-0055","AQS"
"02/21/2007","55","PM2.5","United Avenue","13-121-0055","AQS"
"02/22/2007","47","Ozone","Georgia Station","13-231-9991","AQS"
"02/23/2007","42","PM2.5","United Avenue","13-121-0055","AQS"
"02/24/2007","61","PM2.5","United Avenue","13-121-0055","AQS"
"02/25/2007","56","PM2.5","United Avenue","13-121-0055","AQS"
"02/26/2007","49","Ozone","Georgia Station","13-231-9991","AQS"
"02/27/2007","67","NO2","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"02/28/2007","106","PM2.5","South DeKalb","13-089-0002","AQS"
"03/01/2007","70","PM2.5","United Avenue","13-121-0055","AQS"
"03/02/2007","47","PM2.5","Doraville","13-089-2001","AQS"
"03/03/2007","47","Ozone","Georgia Station","13-231-9991","AQS"
"03/04/2007","47","PM2.5","United Avenue","13-121-0055","AQS"
"03/05/2007","46","PM2.5","United Avenue","13-121-0055","AQS"
"03/06/2007","54","PM2.5","South DeKalb","13-089-0002","AQS"
"03/07/2007","87","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"03/08/2007","133","Ozone","Dawsonville","13-085-0001","AQS"
"03/09/2007","100","PM2.5","McDonough","13-151-0002","AQS"
"03/10/2007","82","PM2.5","United Avenue","13-121-0055","AQS"
"03/11/2007","93","Ozone","Georgia Station","13-231-9991","AQS"
"03/12/2007","108","Ozone","Georgia Station","13-231-9991","AQS"
"03/13/2007","96","PM2.5","Newnan","13-077-0002","AQS"
"03/14/2007","88","PM2.5","United Avenue","13-121-0055","AQS"
"03/15/2007","80","PM2.5","United Avenue","13-121-0055","AQS"
"03/16/2007","54","PM2.5","United Avenue","13-121-0055","AQS"
"03/17/2007","48","PM2.5","United Avenue","13-121-0055","AQS"
"03/18/2007","54","PM2.5","United Avenue","13-121-0055","AQS"
"03/19/2007","80","Ozone","Georgia Station","13-231-9991","AQS"
"03/20/2007","84","PM2.5","McDonough","13-151-0002","AQS"
"03/21/2007","92","PM2.5","Not Available","13-297-0001","AQS"
"03/22/2007","64","PM2.5","Gwinnett","13-135-0002","AQS"
"03/23/2007","80","Ozone","Dawsonville","13-085-0001","AQS"
"03/24/2007","101","Ozone","South DeKalb","13-089-0002","AQS"
"03/25/2007","115","Ozone","Georgia Station","13-231-9991","AQS"
"03/26/2007","93","PM2.5","United Avenue","13-121-0055","AQS"
"03/27/2007","80","PM2.5","United Avenue","13-121-0055","AQS"
"03/28/2007","88","PM2.5","Doraville","13-089-2001","AQS"
"03/29/2007","86","PM2.5","United Avenue","13-121-0055","AQS"
"03/30/2007","68","PM2.5","United Avenue","13-121-0055","AQS"
"03/31/2007","87","PM2.5","United Avenue","13-121-0055","AQS"
"04/01/2007","60","PM2.5","United Avenue","13-121-0055","AQS"
"04/02/2007","63","PM2.5","United Avenue","13-121-0055","AQS"
"04/03/2007","73","PM2.5","United Avenue","13-121-0055","AQS"
"04/04/2007","50","PM2.5","United Avenue","13-121-0055","AQS"
"04/05/2007","46","PM2.5","United Avenue","13-121-0055","AQS"
"04/06/2007","53","PM2.5","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"04/07/2007","50","PM2.5","United Avenue","13-121-0055","AQS"
"04/08/2007","51","PM2.5","United Avenue","13-121-0055","AQS"
"04/09/2007","60","PM2.5","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"04/10/2007","77","Ozone","Georgia Station","13-231-9991","AQS"
"04/11/2007","86","PM2.5","United Avenue","13-121-0055","AQS"
"04/12/2007","54","PM2.5","E. Rivers School","13-121-0032","AQS"
"04/13/2007","67","Ozone","Georgia Station","13-231-9991","AQS"
"04/14/2007","71","PM2.5","United Avenue","13-121-0055","AQS"
"04/15/2007","49","PM2.5","South DeKalb","13-089-0002","AQS"
"04/16/2007","67","Ozone","Gwinnett","13-135-0002","AQS"
"04/17/2007","84","Ozone","Douglasville","13-097-0004","AQS"
"04/18/2007","90","Ozone","Dawsonville","13-085-0001","AQS"
"04/19/2007","108","Ozone","Georgia Station","13-231-9991","AQS"
"04/20/2007","71","PM2.5","United Avenue","13-121-0055","AQS"
"04/21/2007","93","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"04/22/2007","100","Ozone","Dawsonville","13-085-0001","AQS"
"04/23/2007","221","PM2.5","E. Rivers School","13-121-0032","AQS"
"04/24/2007","87","PM2.5","Doraville","13-089-2001","AQS"
"04/25/2007","62","PM2.5","United Avenue","13-121-0055","AQS"
"04/26/2007","58","PM2.5","United Avenue","13-121-0055","AQS"
"04/27/2007","64","Ozone","Newnan","13-077-0002","AQS"
"04/28/2007","64","Ozone","Georgia Station","13-231-9991","AQS"
"04/29/2007","87","Ozone","McDonough","13-151-0002","AQS"
"04/30/2007","133","Ozone","United Avenue","13-121-0055","AQS"
"05/01/2007","164","Ozone","Gwinnett","13-135-0002","AQS"
"05/02/2007","126","Ozone","Gwinnett","13-135-0002","AQS"
"05/03/2007","155","PM2.5","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"05/04/2007","104","PM2.5","Newnan","13-077-0002","AQS"
"05/05/2007","79","PM2.5","Newnan","13-077-0002","AQS"
"05/06/2007","75","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"05/07/2007","71","Ozone","Georgia Station","13-231-9991","AQS"
"05/08/2007","93","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"05/09/2007","80","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"05/10/2007","108","Ozone","Douglasville","13-097-0004","AQS"
"05/11/2007","108","Ozone","United Avenue","13-121-0055","AQS"
"05/12/2007","99","PM2.5","Georgia Tech, Ford Environmental Science and Technology Bldg, roof","13-121-0048","AQS"
"05/13/2007","122","Ozone","Newnan","13-077-0002","AQS"
"05/14/2007","90","Ozone","Georgia Station","13-231-9991","AQS"
"05/15/2007","101","Ozone","Dawsonville","13-085-0001","AQS"
"05/16/2007","158","PM2.5","Not Available","13-297-0001","AQS"
"05/17/2007","77","Ozone","McDonough","13-151-0002","AQS"
"05/18/2007","87","Ozone","Conyers","13-247-0001","AQS"
"05/19/2007","101","Ozone","United Avenue","13-121-0055","AQS"
"05/20/2007","119","Ozone","McDonough","13-151-0002","AQS"
"05/21/2007","174","Ozone","United Avenue","13-121-0055","AQS"
"05/22/2007","176","PM2.5","McDonough","13-151-0002","AQS"
"05/23/2007","105","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"05/24/2007","80","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"05/25/2007","108","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"05/26/2007","151","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"05/27/2007","166","PM2.5","Kennesaw","13-067-0003","AQS"
"05/28/2007","84","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"05/29/2007","81","PM2.5","South DeKalb","13-089-0002","AQS"
"05/30/2007","96","PM2.5","South DeKalb","13-089-0002","AQS"
"05/31/2007","166","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"06/01/2007","115","Ozone","Kennesaw","13-067-0003","AQS"
"06/02/2007","68","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"06/03/2007","93","Ozone","Conyers","13-247-0001","AQS"
"06/04/2007","100","Ozone","Conyers","13-247-0001","AQS"
"06/05/2007","96","PM2.5","E. Rivers School","13-121-0032","AQS"
"06/06/2007","151","Ozone","Gwinnett","13-135-0002","AQS"
"06/07/2007","75","PM2.5","Newnan","13-077-0002","AQS"
"06/08/2007","65","PM2.5","Newnan","13-077-0002","AQS"
"06/09/2007","93","PM2.5","Newnan","13-077-0002","AQS"
"06/10/2007","151","Ozone","Newnan","13-077-0002","AQS"
"06/11/2007","112","Ozone","Douglasville","13-097-0004","AQS"
"06/12/2007","108","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"06/13/2007","151","Ozone","Douglasville","13-097-0004","AQS"
"06/14/2007","105","Ozone","Kennesaw","13-067-0003","AQS"
"06/15/2007","84","Ozone","Kennesaw","13-067-0003","AQS"
"06/16/2007","133","Ozone","Gwinnett","13-135-0002","AQS"
"06/17/2007","140","Ozone","Gwinnett","13-135-0002","AQS"
"06/18/2007","147","Ozone","Gwinnett","13-135-0002","AQS"
"06/19/2007","64","PM2.5","Gwinnett","13-135-0002","AQS"
"06/20/2007","87","Ozone","Georgia Station","13-231-9991","AQS"
"06/21/2007","177","Ozone","Douglasville","13-097-0004","AQS"
"06/22/2007","207","Ozone","Conyers","13-247-0001","AQS"
"06/23/2007","197","Ozone","Conyers","13-247-0001","AQS"
"06/24/2007","159","Ozone","Gwinnett","13-135-0002","AQS"
"06/25/2007","120","PM2.5","United Avenue","13-121-0055","AQS"
"06/26/2007","101","Ozone","Kennesaw","13-067-0003","AQS"
"06/27/2007","82","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"06/28/2007","90","Ozone","Dawsonville","13-085-0001","AQS"
"06/29/2007","119","Ozone","Kennesaw","13-067-0003","AQS"
"06/30/2007","151","Ozone","McDonough","13-151-0002","AQS"
"07/01/2007","108","Ozone","DOT STORAGE FACILITY","13-113-0001","AQS"
"07/02/2007","80","Ozone","Douglasville","13-097-0004","AQS"
"07/03/2007","73","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"07/04/2007","90","Ozone","Kennesaw","13-067-0003","AQS"
"07/05/2007","190","Ozone","United Avenue","13-121-0055","AQS"
"07/06/2007","96","PM2.5","South DeKalb","13-089-0002","AQS"
"07/07/2007","77","PM2.5","Gwinnett","13-135-0002","AQS"
"07/08/2007","76","PM2.5","Gwinnett","13-135-0002","AQS"
"07/09/2007","78","PM2.5","South DeKalb","13-089-0002","AQS"
"07/10/2007","69","PM2.5","South DeKalb","13-089-0002","AQS"
"07/11/2007","58","PM2.5","Doraville","13-089-2001","AQS"
"07/12/2007","133","Ozone","Conyers","13-247-0001","AQS"
"07/13/2007","126","Ozone","Conyers","13-247-0001","AQS"
"07/14/2007","90","PM2.5","McDonough","13-151-0002","AQS"
"07/15/2007","78","PM2.5","Doraville","13-089-2001","AQS"
"07/16/2007","80","Ozone","Gwinnett","13-135-0002","AQS"
"07/17/2007","77","PM2.5","South DeKalb","13-089-0002","AQS"
"07/18/2007","65","PM2.5","Newnan","13-077-0002","AQS"
"07/19/2007","69","PM2.5","South DeKalb","13-089-0002","AQS"
"07/20/2007","69","PM2.5","United Avenue","13-121-0055","AQS"
"07/21/2007","133","Ozone","DOT STORAGE FACILITY","13-113-0001","AQS"
"07/22/2007","81","PM2.5","South DeKalb","13-089-0002","AQS"
"07/23/2007","78","PM2.5","United Avenue","13-121-0055","AQS"
"07/24/2007","115","Ozone","Kennesaw","13-067-0003","AQS"
"07/25/2007","90","Ozone","Kennesaw","13-067-0003","AQS"
"07/26/2007","105","Ozone","United Avenue","13-121-0055","AQS"
"07/27/2007","97","Ozone","Conyers","13-247-0001","AQS"
"07/28/2007","79","PM2.5","South DeKalb","13-089-0002","AQS"
"07/29/2007","81","PM2.5","United Avenue","13-121-0055","AQS"
"07/30/2007","112","Ozone","South DeKalb","13-089-0002","AQS"
"07/31/2007","119","Ozone","Douglasville","13-097-0004","AQS"
"08/01/2007","105","Ozone","Kennesaw","13-067-0003","AQS"
"08/02/2007","147","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"08/03/2007","140","Ozone","Douglasville","13-097-0004","AQS"
"08/04/2007","201","Ozone","McDonough","13-151-0002","AQS"
"08/05/2007","139","PM2.5","South DeKalb","13-089-0002","AQS"
"08/06/2007","147","Ozone","McDonough","13-151-0002","AQS"
"08/07/2007","192","Ozone","McDonough","13-151-0002","AQS"
"08/08/2007","150","Ozone","South DeKalb","13-089-0002","AQS"
"08/09/2007","133","Ozone","McDonough","13-151-0002","AQS"
"08/10/2007","161","Ozone","Conyers","13-247-0001","AQS"
"08/11/2007","169","Ozone","South DeKalb","13-089-0002","AQS"
"08/12/2007","93","Ozone","Douglasville","13-097-0004","AQS"
"08/13/2007","200","Ozone","McDonough","13-151-0002","AQS"
"08/14/2007","201","Ozone","Newnan","13-077-0002","AQS"
"08/15/2007","220","Ozone","South DeKalb","13-089-0002","AQS"
"08/16/2007","192","Ozone","South DeKalb","13-089-0002","AQS"
"08/17/2007","182","Ozone","McDonough","13-151-0002","AQS"
"08/18/2007","154","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"08/19/2007","115","Ozone","Kennesaw","13-067-0003","AQS"
"08/20/2007","71","PM2.5","United Avenue","13-121-0055","AQS"
"08/21/2007","73","PM2.5","South DeKalb","13-089-0002","AQS"
"08/22/2007","164","Ozone","McDonough","13-151-0002","AQS"
"08/23/2007","159","Ozone","Kennesaw","13-067-0003","AQS"
"08/24/2007","161","Ozone","Kennesaw","13-067-0003","AQS"
"08/25/2007","151","Ozone","South DeKalb","13-089-0002","AQS"
"08/26/2007","84","Ozone","DOT STORAGE FACILITY","13-113-0001","AQS"
"08/27/2007","147","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"08/28/2007","70","PM2.5","United Avenue","13-121-0055","AQS"
"08/29/2007","74","PM2.5","United Avenue","13-121-0055","AQS"
"08/30/2007","66","PM2.5","South DeKalb","13-089-0002","AQS"
"08/31/2007","93","Ozone","Douglasville","13-097-0004","AQS"
"09/01/2007","87","PM2.5","Gwinnett","13-135-0002","AQS"
"09/02/2007","95","PM2.5","United Avenue","13-121-0055","AQS"
"09/03/2007","115","Ozone","Douglasville","13-097-0004","AQS"
"09/04/2007","154","Ozone","Newnan","13-077-0002","AQS"
"09/05/2007","150","Ozone","Kennesaw","13-067-0003","AQS"
"09/06/2007","83","PM2.5","Newnan","13-077-0002","AQS"
"09/07/2007","63","PM2.5","United Avenue","13-121-0055","AQS"
"09/08/2007","108","Ozone","Kennesaw","13-067-0003","AQS"
"09/09/2007","142","PM2.5","Doraville","13-089-2001","AQS"
"09/10/2007","147","Ozone","Gwinnett","13-135-0002","AQS"
"09/11/2007","77","PM2.5","South DeKalb","13-089-0002","AQS"
"09/12/2007","80","PM2.5","Doraville","13-089-2001","AQS"
"09/13/2007","75","PM2.5","United Avenue","13-121-0055","AQS"
"09/14/2007","47","PM2.5","South DeKalb","13-089-0002","AQS"
"09/15/2007","74","PM2.5","South DeKalb","13-089-0002","AQS"
"09/16/2007","68","PM2.5","South DeKalb","13-089-0002","AQS"
"09/17/2007","75","PM2.5","South DeKalb","13-089-0002","AQS"
"09/18/2007","87","PM2.5","South DeKalb","13-089-0002","AQS"
"09/19/2007","90","Ozone","Newnan","13-077-0002","AQS"
"09/20/2007","59","PM2.5","United Avenue","13-121-0055","AQS"
"09/21/2007","49","PM2.5","Kennesaw","13-067-0003","AQS"
"09/22/2007","56","PM2.5","United Avenue","13-121-0055","AQS"
"09/23/2007","54","PM2.5","United Avenue","13-121-0055","AQS"
"09/24/2007","72","PM2.5","Newnan","13-077-0002","AQS"
"09/25/2007","99","PM2.5","Newnan","13-077-0002","AQS"
"09/26/2007","100","Ozone","Kennesaw","13-067-0003","AQS"
"09/27/2007","78","PM2.5","South DeKalb","13-089-0002","AQS"
"09/28/2007","80","Ozone","Georgia Station","13-231-9991","AQS"
"09/29/2007","93","Ozone","Douglasville","13-097-0004","AQS"
"09/30/2007","71","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"10/01/2007","80","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"10/02/2007","67","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"10/03/2007","64","PM2.5","South DeKalb","13-089-0002","AQS"
"10/04/2007","53","PM2.5","South DeKalb","13-089-0002","AQS"
"10/05/2007","52","PM2.5","United Avenue","13-121-0055","AQS"
"10/06/2007","54","PM2.5","United Avenue","13-121-0055","AQS"
"10/07/2007","59","PM2.5","United Avenue","13-121-0055","AQS"
"10/08/2007","62","PM2.5","E. Rivers School","13-121-0032","AQS"
"10/09/2007","74","PM2.5","Gwinnett","13-135-0002","AQS"
"10/10/2007","58","PM2.5","United Avenue","13-121-0055","AQS"
"10/11/2007","43","PM2.5","United Avenue","13-121-0055","AQS"
"10/12/2007","55","PM2.5","Forest Park","13-063-0091","AQS"
"10/13/2007","67","PM2.5","United Avenue","13-121-0055","AQS"
"10/14/2007","115","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"10/15/2007","87","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"10/16/2007","68","PM2.5","E. Rivers School","13-121-0032","AQS"
"10/17/2007","70","PM2.5","E. Rivers School","13-121-0032","AQS"
"10/18/2007","55","PM2.5","United Avenue","13-121-0055","AQS"
"10/19/2007","50","Ozone","Yorkville, King Farm","13-223-0003","AQS"
"10/20/2007","55","PM2.5","United Avenue","13-121-0055","AQS"
"10/21/2007","61","PM2.5","United Avenue","13-121-0055","AQS"
"10/22/2007","70","PM2.5","E. Rivers School","13-121-0032","AQS"
"10/23/2007","42","PM2.5","Doraville","13-089-2001","AQS"
"10/24/2007","51","PM2.5","Doraville","13-089-2001","AQS"
"10/25/2007","54","PM2.5","South DeKalb","13-089-0002","AQS"
"10/26/2007","61","PM2.5","United Avenue","13-121-0055","AQS"
"10/27/2007","57","PM2.5","South DeKalb","13-089-0002","AQS"
"10/28/2007","58","PM2.5","United Avenue","13-121-0055","AQS"
"10/29/2007","55","PM2.5","E. Rivers School","13-121-0032","AQS"
"10/30/2007","57","PM2.5","South DeKalb","13-089-0002","AQS"
"10/31/2007","59","PM2.5","South DeKalb","13-089-0002","AQS"
"11/01/2007","70","PM2.5","South DeKalb","13-089-0002","AQS"
"11/02/2007","69","PM2.5","Kennesaw","13-067-0003","AQS"
"11/03/2007","68","PM2.5","South DeKalb","13-089-0002","AQS"
"11/04/2007","61","PM2.5","South DeKalb","13-089-0002","AQS"
"11/05/2007","66","PM2.5","South DeKalb","13-089-0002","AQS"
"11/06/2007","56","PM2.5","South DeKalb","13-089-0002","AQS"
"11/07/2007","54","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/08/2007","69","PM2.5","South DeKalb","13-089-0002","AQS"
"11/09/2007","78","PM2.5","South DeKalb","13-089-0002","AQS"
"11/10/2007","66","PM2.5","South DeKalb","13-089-0002","AQS"
"11/11/2007","72","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/12/2007","81","PM2.5","South DeKalb","13-089-0002","AQS"
"11/13/2007","84","PM2.5","South DeKalb","13-089-0002","AQS"
"11/14/2007","78","PM2.5","United Avenue","13-121-0055","AQS"
"11/15/2007","52","PM2.5","United Avenue","13-121-0055","AQS"
"11/16/2007","61","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/17/2007","72","PM2.5","South DeKalb","13-089-0002","AQS"
"11/18/2007","73","PM2.5","Gwinnett","13-135-0002","AQS"
"11/19/2007","71","PM2.5","South DeKalb","13-089-0002","AQS"
"11/20/2007","77","PM2.5","South DeKalb","13-089-0002","AQS"
"11/21/2007","73","PM2.5","South DeKalb","13-089-0002","AQS"
"11/22/2007","48","PM2.5","South DeKalb","13-089-0002","AQS"
"11/23/2007","48","PM2.5","South DeKalb","13-089-0002","AQS"
"11/24/2007","51","PM2.5","United Avenue","13-121-0055","AQS"
"11/25/2007","60","PM2.5","E. Rivers School","13-121-0032","AQS"
"11/26/2007","51","PM2.5","South DeKalb","13-089-0002","AQS"
"11/27/2007","47","PM2.5","South DeKalb","13-089-0002","AQS"
"11/28/2007","58","PM2.5","South DeKalb","13-089-0002","AQS"
"11/29/2007","73","PM2.5","South DeKalb","13-089-0002","AQS"
"11/30/2007","65","PM2.5","South DeKalb","13-089-0002","AQS"
"12/01/2007","63","PM2.5","South DeKalb","13-089-0002","AQS"
"12/02/2007","65","PM2.5","Newnan","13-077-0002","AQS"
"12/03/2007","43","PM2.5","United Avenue","13-121-0055","AQS"
"12/04/2007","47","PM2.5","Doraville","13-089-2001","AQS"
"12/05/2007","63","PM2.5","South DeKalb","13-089-0002","AQS"
"12/06/2007","59","PM2.5","Doraville","13-089-2001","AQS"
"12/07/2007","72","PM2.5","South DeKalb","13-089-0002","AQS"
"12/08/2007","89","PM2.5","Not Available","13-297-0001","AQS"
"12/09/2007","75","PM2.5","United Avenue","13-121-0055","AQS"
"12/10/2007","68","PM2.5","South DeKalb","13-089-0002","AQS"
"12/11/2007","69","PM2.5","South DeKalb","13-089-0002","AQS"
"12/12/2007","61","PM2.5","South DeKalb","13-089-0002","AQS"
"12/13/2007","55","PM2.5","South DeKalb","13-089-0002","AQS"
"12/14/2007","52","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/15/2007","55","PM2.5","South DeKalb","13-089-0002","AQS"
"12/16/2007","46","PM2.5","United Avenue","13-121-0055","AQS"
"12/17/2007","56","PM2.5","Forest Park","13-063-0091","AQS"
"12/18/2007","65","PM2.5","South DeKalb","13-089-0002","AQS"
"12/19/2007","76","PM2.5","Doraville","13-089-2001","AQS"
"12/20/2007","99","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/21/2007","66","PM2.5","South DeKalb","13-089-0002","AQS"
"12/22/2007","66","PM2.5","South DeKalb","13-089-0002","AQS"
"12/23/2007","37","PM2.5","South DeKalb","13-089-0002","AQS"
"12/24/2007","41","PM2.5","United Avenue","13-121-0055","AQS"
"12/25/2007","55","PM2.5","South DeKalb","13-089-0002","AQS"
"12/26/2007","49","PM2.5","Yorkville, King Farm","13-223-0003","AQS"
"12/27/2007","58","PM2.5","United Avenue","13-121-0055","AQS"
"12/28/2007","59","PM2.5","South DeKalb","13-089-0002","AQS"
"12/29/2007","54","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/30/2007","58","PM2.5","E. Rivers School","13-121-0032","AQS"
"12/31/2007","64","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/01/2008","57","PM2.5","Gwinnett","13-135-0002","AQS"
"01/02/2008","39","PM2.5","South DeKalb","13-089-0002","AQS"
"01/03/2008","58","PM2.5","Kennesaw","13-067-0003","AQS"
"01/04/2008","71","PM2.5","Kennesaw","13-067-0003","AQS"
"01/05/2008","67","PM2.5","South DeKalb","13-089-0002","AQS"
"01/06/2008","65","PM2.5","South DeKalb","13-089-0002","AQS"
"01/07/2008","57","PM2.5","South DeKalb","13-089-0002","AQS"
"01/08/2008","51","PM2.5","South DeKalb","13-089-0002","AQS"
"01/09/2008","57","PM2.5","South DeKalb","13-089-0002","AQS"
"01/10/2008","57","PM2.5","Gwinnett","13-135-0002","AQS"
"01/11/2008","48","PM2.5","Doraville","13-089-2001","AQS"
"01/12/2008","58","PM2.5","South DeKalb","13-089-0002","AQS"
"01/13/2008","67","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/14/2008","53","PM2.5","Doraville","13-089-2001","AQS"
"01/15/2008","59","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/16/2008","63","PM2.5","Doraville","13-089-2001","AQS"
"01/17/2008","58","PM2.5","Doraville","13-089-2001","AQS"
"01/18/2008","58","PM2.5","Doraville","13-089-2001","AQS"
"01/19/2008","55","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/20/2008","45","PM2.5","Doraville","13-089-2001","AQS"
"01/21/2008","44","PM2.5","Doraville","13-089-2001","AQS"
"01/22/2008","63","PM2.5","Kennesaw","13-067-0003","AQS"
"01/23/2008","56","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/24/2008","60","PM2.5","Doraville","13-089-2001","AQS"
"01/25/2008","57","PM2.5","Kennesaw","13-067-0003","AQS"
"01/26/2008","56","PM2.5","Doraville","13-089-2001","AQS"
"01/27/2008","63","PM2.5","E. Rivers School","13-121-0032","AQS"
"01/28/2008","61","PM2.5","Forest Park","13-063-0091","AQS"
"01/29/2008","55","PM2.5","South DeKalb","13-089-0002","AQS"
"01/30/2008","38","PM2.5","United Avenue","13-121-0055","AQS"
"01/31/2008","52","PM2.5","South DeKalb","13-089-0002","AQS"
